event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,latitude,longitude
773448,Back to Beautiful Guns down Brushes Up,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  128 STREET between LEXINGTON AVENUE and 3 AVENUE,Full,Full Street Closure,"11,","25,",40.8241,-73.9202
797190,Barbecue,09/07/2024 01:00:00 PM,09/07/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  129 STREET between 5 AVENUE and MADISON AVENUE,Full,Full Street Closure,"11,","25,",40.825,-73.9193
763403,129 Block Association,08/10/2024 01:00:00 PM,08/10/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  129 STREET between MADISON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","25,",40.825,-73.9193
809429,Office Of Neighborhood Safety Unity Safety Event,10/12/2024 12:00:00 PM,10/12/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  130 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","25,",40.8259,-73.9184
814677,Beekman Place Association Holiday Caroling Party,12/15/2024 05:00:00 PM,12/15/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST 50TH STREET between BEEKMAN PLACE and DEAD END,Full,Full Street Closure,"6,","17,",40.7578,-73.9705
794603,2nd Annual Uptown Block Party,08/03/2024 01:00:00 PM,08/03/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EDGECOMBE AVENUE between WEST  163 STREET and AMSTERDAM AVENUE,Full,Full Street Closure,"12,","33,",40.8479,-73.9288
774877,Eldridge Street Block Party,07/20/2024 01:00:00 PM,07/20/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ELDRIDGE STREET between GRAND STREET and HESTER STREET,Full,Full Street Closure,"3,","5,",40.7186,-73.9927
787635,Manhattan Block Party /FDNY,07/27/2024 11:00:00 AM,07/27/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ELDRIDGE STREET between HESTER STREET and CANAL STREET,Full,Full Street Closure,"3,","5,",40.7186,-73.9927
785973,Forsyth Family Reunion,07/13/2024 12:00:00 PM,07/13/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,FORSYTH STREET between EAST HOUSTON STREET and STANTON STREET,Full,Full Street Closure,"3,","5,",40.7198,-73.9897
760503,Bloomberg Square Mile Relay,06/13/2024 09:00:00 AM,06/13/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"FRONT STREET between FULTON STREET and OLD SLIP,  MAIDEN LANE between WATER STREET and SOUTH STREET,  WALL STREET between WATER STREET and SOUTH STREET,  JOHN STREET between FRONT STREET and WATER STREET,  WATER STREET between JOHN STREET and FULTON STREET,  BEEKMAN STREET between FRONT STREET and SOUTH STREET,  JOHN STREET between FRONT STREET and SOUTH STREET,  MAIDEN LANE  between FRONT STREET  and SOUTH STREET ,  WALL STREET  between FRONT STREET and SOUTH STREET,  JOHN STREET  between FRONT STREET  and SOUTH STREET ,  WATER STREET between JOHN STREET  and FRONT STREET",Full,Full Street Closure,"1,","1,",40.7043,-74.0071
802532,Teton Ridge Documentary Screening - Gansevoort St.,09/12/2024 09:00:00 AM,09/12/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,GANSEVOORT STREET between 9 AVENUE and WASHINGTON STREET,Full,Full Street Closure,"2,","6,",40.7383,-74.0125
782730,Whitney Museum Event,06/14/2024 05:00:00 PM,06/14/2024 09:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,GANSEVOORT STREET between WASHINGTON STREET and TENTH AVENUE,Full,Full Street Closure,"2,","6,",40.7383,-74.0125
785449,Hamilton Place Reunion 31st Annual Block Party/ Back to school,08/10/2024 12:00:00 PM,08/10/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,HAMILTON PLACE between WEST  140 STREET and WEST  141 STREET,Full,Full Street Closure,"9,","30,",40.8026,-73.9502
806203,Hi Neighbor Day,10/19/2024 12:00:00 PM,10/19/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,HAMILTON TERRACE between WEST  141 STREET and WEST  144 STREET,Full,Full Street Closure,"9,","26, 30,",40.8501,-73.9344
759515,L.E.S. Bands 15: Lower East Side Showtime,09/07/2024 02:00:00 PM,09/07/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,HENRY STREET between MONTGOMERY STREET and GRAND STREET,Full,Full Street Closure,"3,","7,",40.7157,-73.986
818125,Business Outreach Event,12/30/2024 12:00:00 PM,12/30/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,HESTER STREET between ESSEX STREET and LUDLOW STREET,Full,Full Street Closure,"3,","7,",40.7152,-73.9972
784478,OCM Street Fair,07/27/2024 10:00:00 AM,07/27/2024 04:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,HESTER STREET between MOTT STREET and ELIZABETH STREET,Full,Full Street Closure,"2,","5,",40.7152,-73.9972
794391,Vision Urbana/PCC Back to School Event,08/19/2024 04:00:00 PM,08/19/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,JEFFERSON STREET between HENRY STREET and EAST BROADWAY,Full,Full Street Closure,"3,","7,",40.7176,-73.9945
792232,NYU and CB2 Childrens Halloween Parade,10/31/2024 03:00:00 PM,10/31/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,LAGUARDIA PLACE between WASHINGTON SQUARE SOUTH and WEST    3 STREET,Full,Full Street Closure,"2,","6,",40.7279,-74.0031
769885,General Grant Family Day,08/24/2024 10:00:00 AM,08/24/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,LASALLE STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","26,",40.7229,-74.0022
782344,Great Oaks Summer Field Day,07/08/2024 12:00:00 PM,07/08/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,LEROY STREET between BLEECKER STREET and BEDFORD STREET,Full,Full Street Closure,"2,","6,",40.7303,-74.0084
765933,James Weldon Johnson Houses Love and Unity Day,07/27/2024 12:00:00 PM,07/27/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,LEXINGTON AVENUE between EAST  115 STREET and EAST  112 STREET,Full,Full Street Closure,"11,","23,",,
802086,Four Corners Initiative Block Party,08/24/2024 12:00:00 PM,08/24/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"LEXINGTON AVENUE between EAST  127 STREET and EAST  128 STREET,  LEXINGTON AVENUE between EAST  125 STREET and EAST  126 STREET,  EAST  126 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST  126 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST  127 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST  128 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST  128 STREET between 3 AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST  126 STREET and EAST  127 STREET",Full,Full Street Closure,"11,","25,",,
754672,Pakistan Independence Day Celebration,08/25/2024 10:00:00 AM,08/25/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,MADISON AVENUE between EAST   24 STREET and EAST   25 STREET,Full,Full Street Closure,"5,","13,",,
752594,Cultural Show,08/18/2024 10:00:00 AM,08/18/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,MADISON AVENUE between EAST   24 STREET and EAST   26 STREET,Full,Full Street Closure,"5,","13,",,
799415,H&M Block Party,10/09/2024 04:00:00 PM,10/09/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"MERCER STREET between WEST HOUSTON STREET and PRINCE STREET,  EAST HOUSTON STREET between BROADWAY and MERCER STREET",Full,Full Street Closure,"2,","1, 5,",40.7216,-74.0022
754646,Stone Street Pedestrian Mall,03/14/2024 11:00:00 AM,11/03/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"MILL LANE between SOUTH WILLIAM STREET and STONE STREET,  STONE STREET between BROAD STREET and HANOVER SQUARE",Full,Full Street Closure,"1,","1,",40.7272,-73.9964
774609,NYC Kidsfest,06/15/2024 01:00:00 PM,06/15/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,MORNINGSIDE AVENUE between WEST  113 STREET and WEST  114 STREET,Full,Full Street Closure,"10, 9,","26, 28,",40.8142,-73.958
781906,26th Precinct National Night Out,08/06/2024 04:00:00 PM,08/06/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,MORNINGSIDE AVENUE between WEST  125 STREET and WEST  126 STREET,Full,Full Street Closure,"9,","26,",40.8142,-73.958
815677,P.S. 36 Turkey Trot,11/27/2024 08:50:00 AM,11/27/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,MORNINGSIDE DRIVE between WEST  121 STREET and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","26,",40.8142,-73.9527
782722,The 22nd Autumn Moon Cultural Festival and Childrens lantern Parade,09/15/2024 11:00:00 AM,09/15/2024 03:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,MOTT STREET between CANAL STREET and CHATHAM SQUARE,Full,Full Street Closure,"3,","5,",40.7202,-73.9974
790462,KAIN HOLLA Day,08/24/2024 01:00:00 PM,08/24/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,MOUNT CARMEL PLACE between EAST   26 STREET and EAST   28 STREET,Full,Full Street Closure,"6,","13,",40.7689,-73.9538
781918,NYPD BACK TO SCHOOL 8TH ANNUAL EVENT,08/28/2024 11:00:00 AM,08/28/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,OLD BROADWAY between WEST  125 STREET and WEST  126 STREET,Full,Full Street Closure,"9,","26,",40.7076,-74.0112
786001,Awake Block Party,08/17/2024 04:30:00 PM,08/17/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"ORCHARD STREET between GRAND STREET and HESTER STREET,  ORCHARD STREET between CANAL STREET and HESTER STREET",Full,Full Street Closure,"3,","7,",40.7195,-73.9853
788338,NYC DOT - Gotham Plaza Go Skate Day Event,06/21/2024 03:00:00 PM,06/21/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ROSE STREET between FRANKFORT STREET and AVENUE OF THE FINEST,Full,Full Street Closure,"1,","5,",40.7289,-74.0006
804362,Uptown United Resource Fair,09/07/2024 01:00:00 PM,09/07/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,SHERMAN AVENUE between WEST  207 STREET and WEST  204 STREET,Full,Full Street Closure,"12,","34,",40.8401,-73.9295
809165,Carl C. Green Way,10/05/2024 11:00:00 AM,10/05/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ST NICHOLAS AVENUE between WEST  112 STREET and WEST  113 STREET,Full,Full Street Closure,"10,","28,",40.8186,-73.9502
773890,Juneteenth Celebration,06/15/2024 12:00:00 PM,06/15/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ST NICHOLAS AVENUE between WEST  114 STREET and WEST  115 STREET,Full,Full Street Closure,"10,","28,",40.8186,-73.9502
784582,Music Fun Dance,08/17/2024 12:00:00 PM,08/17/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,ST NICHOLAS AVENUE between WEST  116 STREET and WEST  117 STREET,Full,Full Street Closure,"10,","28,",40.8186,-73.9502
792467,Towers at CCNY Move-In day,08/24/2024 09:00:00 AM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ST NICHOLAS TERRACE between WEST  135 STREET and WEST  130 STREET,Full,Full Street Closure,"9,","26,",40.8284,-73.9444
750531,3 Kings Day,01/06/2024 03:00:00 PM,01/06/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,SUFFOLK STREET between RIVINGTON STREET and DELANCY ST NORTH,Full,Full Street Closure,"3,","7,",40.7169,-73.9835
779659,Chanel Artists Awards Dinner,06/10/2024 07:00:00 PM,06/10/2024 11:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"THOMAS STREET between WEST BROADWAY and CHURCH STREET,  WEST BROADWAY between THOMAS STREET and DUANE STREET",Full,Full Street Closure,"1,","1,",40.714,-74.0115
802924,36th Annual West Harlem Coalition Anti-Gentrification Block Party,09/28/2024 01:00:00 PM,09/28/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,TIEMANN PLACE between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","26,",40.7683,-73.9693
760712,Tunnel to Towers 5K Run Walk,09/29/2024 08:30:00 AM,09/29/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"VESEY STREET between WEST STREET and NORTH END AVENUE,  NORTH END AVENUE between VESEY STREET and MURRAY STREET",Full,Full Street Closure,"1,","1,",40.7088,-74.0137
761779,UNITY IN THE HEIGHTS 2024,08/24/2024 12:00:00 PM,08/24/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WADSWORTH AVENUE between WEST  176 STREET and WEST  175 STREET,Full,Full Street Closure,"12,","33,",40.8522,-73.9228
753740,Holiday Celebration,01/05/2024 03:00:00 PM,01/05/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WADSWORTH AVENUE between WEST  177 STREET and WEST  176 STREET,Full,Full Street Closure,"12,","33,",40.8522,-73.9228
799623,Breitling Block Party,09/05/2024 06:00:00 PM,09/05/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WASHINGTON STREET between WEST   14 STREET and WEST   13 STREET,Full,Full Street Closure,"2,","6,",40.7176,-74.0093
781577,The New School 27th Annual Block Party,08/29/2024 04:30:00 PM,08/29/2024 07:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   12 STREET between 5 AVENUE and 6 AVENUE,Full,Full Street Closure,"2,","6,",40.7373,-74.0016
792155,Xavier High School Maroon and Blue Day,09/27/2024 10:00:00 AM,09/27/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   16 STREET between 5 AVENUE and 6 AVENUE,Full,Full Street Closure,"5,","13,",40.7408,-74.0003
794292,Jewish New Years Street Festival,09/10/2024 04:30:00 PM,09/10/2024 06:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   22 STREET between 6 AVENUE and 5 AVENUE,Full,Full Street Closure,"4, 5,","13,",40.7462,-73.9975
788647,48th Annual Macys 4th of July Fireworks,07/04/2024 05:00:00 PM,07/04/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST   24 STREET between 12 AVENUE and 11 AVENUE,  WEST   22 STREET between 10 AVENUE and 11 AVENUE,  WEST   20 STREET between 10 AVENUE and 11 AVENUE,  WEST   19 STREET between 10 AVENUE and 11 AVENUE",Full,Full Street Closure,"4,","10,",40.7479,-73.9963
775461,Poster House Block Party,07/13/2024 11:00:00 AM,07/13/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   24 STREET between 6 AVENUE and 7 AVENUE,Full,Full Street Closure,"4,","13,",40.7479,-73.9963
785176,New Student Orientation Lunch Block Party,08/21/2024 01:00:00 PM,08/21/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   27 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"5,","10,",40.7505,-73.9946
785959,2nd Annual Traffic Safey Fair,06/11/2024 10:00:00 AM,06/11/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   30 STREET between 7 AVENUE and AVENUE OF AMERICAS,Full,Full Street Closure,"5,","14,",40.7531,-73.993
773800,West 55th Street Block Association July 4 Party,07/04/2024 12:00:00 PM,07/04/2024 04:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   55 STREET between EIGHTH AVENUE and NINTH AVENUE,Full,Full Street Closure,"4,","18,",40.7691,-73.9875
763354,Climate Action and Earth Day Program for HSES,04/17/2024 11:00:00 AM,04/17/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   56 STREET between 9 AVENUE and 10 AVENUE,Full,Full Street Closure,"4,","18,",40.7699,-73.9868
779560,50th Anniversary Celebration of Amsterdam Addition Housing,07/27/2024 12:00:00 PM,07/27/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   64 STREET between AMSTERDAM AVENUE and WEST END AVENUE,Full,Full Street Closure,"7,","20,",40.7761,-73.9821
802364,Amsterdam Houses Family Day,08/17/2024 12:00:00 PM,08/17/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   64 STREET between WEST END AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"7,","20,",40.7761,-73.9821
807205,Halloween Festival,10/31/2024 06:00:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   69 STREET between CENTRAL PARK WEST and BROADWAY,Full,Full Street Closure,"7,","20,",40.7802,-73.9782
811264,PS 199 Halloween Celebration,10/19/2024 08:00:00 AM,10/19/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   70 STREET between WEST END AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"7,","20,",40.7811,-73.9774
799252,P.S. 87 Harvest Fest 2024,10/26/2024 01:00:00 PM,10/26/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   77 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Full,Full Street Closure,"7,","20,",40.7856,-73.9733
775930,West End Summer Block Party: Pride,06/29/2024 12:00:00 PM,06/29/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   77 STREET between BROADWAY and WEST END AVENUE,Full,Full Street Closure,"7,","20,",40.7856,-73.9733
790965,West End End Summer Block Party 2,08/14/2024 05:00:00 PM,08/14/2024 09:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   77 STREET between WEST END AVENUE and BROADWAY,Full,Full Street Closure,"7,","20,",40.7856,-73.9733
807235,Halloween 2024,10/31/2024 05:00:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   78 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Full,Full Street Closure,"7,","20,",40.7864,-73.9725
792335,We are Family,08/03/2024 12:00:00 PM,08/03/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   84 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Full,Full Street Closure,"7,","20,",40.7911,-73.969
789926,Farm Festival,10/19/2024 11:00:00 AM,10/19/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   85 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"7,","20,",40.7919,-73.9682
810871,Hallowneen Party,11/11/2024 05:00:00 PM,11/11/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   87 STREET between WEST END AVENUE and RIVERSIDE DRIVE,Full,Full Street Closure,"7,","24,",40.7936,-73.9667
799897,PS 166 Falloween,10/19/2024 11:00:00 AM,10/19/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   89 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Full,Full Street Closure,"7,","24,",40.7945,-73.9659
792334,Wise Towers Family Day,08/10/2024 12:00:00 PM,08/10/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   90 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Full,Full Street Closure,"7,","24,",40.7953,-73.9651
807260,Halloween Event on west 90th Street,10/31/2024 05:00:00 PM,10/31/2024 07:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   90 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,Full,Full Street Closure,"7,","24,",40.7953,-73.9651
770293,WSMS Fall Festival,10/19/2024 11:00:00 AM,10/19/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   92 STREET between WEST END AVENUE and RIVERSIDE DRIVE,Full,Full Street Closure,"7,","24,",40.7969,-73.9637
805221,West 95th Street 2024 Halloween Party,10/31/2024 05:30:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST   95 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,Full,Full Street Closure,"7,","24,",40.799,-73.9616
801847,St. Michaels Block Party,09/29/2024 11:00:00 AM,09/29/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST   99 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"7,","24,",40.8016,-73.9595
780457,Paws for a Cause,09/07/2024 10:00:00 AM,09/07/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  100 STREET between MANHATTAN AVENUE and CENTRAL PARK WEST,Full,Full Street Closure,"7,","24,",40.8024,-73.9587
804527,Barking Day 2024,09/28/2024 11:00:00 AM,09/28/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  103 STREET between BROADWAY and WEST END AVENUE,Full,Full Street Closure,"7,","24,",40.8051,-73.9563
786348,West 104th St Garden Community Garden Block Party,10/19/2024 09:00:00 AM,10/19/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  104 STREET between CENTRAL PARK WEST and MANHATTAN AVENUE,Full,Full Street Closure,"7,","24,",40.806,-73.9555
799313,Back to School Worship Service and Giveaway,09/01/2024 12:00:00 PM,09/01/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  104 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"7,","24,",40.806,-73.9555
770657,A Family Day With Neighbors,08/24/2024 11:00:00 AM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  107 STREET between CENTRAL PARK WEST and MANHATTAN AVENUE,Full,Full Street Closure,"7,","24,",40.8086,-73.9531
797726,Rock The Block 2024,10/19/2024 12:00:00 PM,10/19/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  111 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","26,",40.8122,-73.9501
786520,Fall Fair,10/20/2024 10:00:00 AM,10/20/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  112 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","26,",40.813,-73.9493
786699,Tylik Allen way,08/02/2024 12:00:00 PM,08/02/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  112 STREET between MALCOLM X BOULEVARD and 5 AVENUE,Full,Full Street Closure,"10,","28,",40.813,-73.9493
772507,Community Appreciation,06/22/2024 11:30:00 AM,06/22/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  113 STREET between LENOX AVENUE and SAINT NICHOLAS AVENUE,Full,Full Street Closure,"10,","28,",40.8139,-73.9485
818711,Street Naming of Ms. Ruby Kitchen,11/21/2024 01:00:00 PM,11/21/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  115 STREET between MALCOLM X BOULEVARD and 5 AVENUE,Full,Full Street Closure,"10,","28,",40.8156,-73.9468
779533,Hope for Harlem,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  116 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDERICK DOUGLAS BOULEVARD,Full,Full Street Closure,"10,","28,",40.8165,-73.946
777469,Harlem Week Distribution,08/11/2024 12:00:00 PM,08/11/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  116 STREET between FREDERICK DOUGLAS BOULEVARD and ADAM CLAYTON POWELL JR BOULEVARD,Full,Full Street Closure,"10,","28,",40.8165,-73.946
793731,117 Block Associaton,08/17/2024 12:00:00 PM,08/17/2024 09:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  117 STREET between FREDRICK DOUGLAS BOULEVARD and MANHATTAN AVENUE,Full,Full Street Closure,"10,","28,",40.8174,-73.9452
763433,Dadish Love Day Cookout,08/17/2024 01:00:00 PM,08/17/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  117 STREET between LENOX AVENUE and 5 AVENUE,Full,Full Street Closure,"10,","28,",40.8174,-73.9452
795239,Office of Neighborhood Safety Community Safety Event,07/13/2024 12:00:00 PM,07/13/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  118 STREET between 8 AVENUE and MANHATTAN AVENUE,Full,Full Street Closure,"10,","28,",40.8182,-73.9444
766556,Block Party of W119th St,08/03/2024 11:30:00 AM,08/03/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  119 STREET between 5 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","28,",40.8191,-73.9436
780542,100th Block of West 119th Street Block Party,07/13/2024 11:30:00 AM,07/13/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  119 STREET between MALCOLM X BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","28,",40.8191,-73.9436
723400,PAL Cultural Day,08/24/2024 09:00:00 AM,08/24/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  119 STREET between MANHATTAN AVENUE and MORNINGSIDE AVENUE,Full,Full Street Closure,"10,","28,",40.8191,-73.9436
773926,PAL Community Day,08/09/2024 09:00:00 AM,08/09/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  119 STREET between MORNINGSIDE AVENUE and MANHATTAN AVENUE,Full,Full Street Closure,"10,","28,",40.8191,-73.9436
791032,Annual 30th Senate District LGBTQIA Celebration,06/30/2024 11:00:00 AM,06/30/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  119 STREET between ST NICHOLAS AVENUE and FREDERICK DOUGLASS BOULEVARD,Full,Full Street Closure,"10,","28,",40.8191,-73.9436
808345,Halloween street closure for the kids,10/31/2024 04:00:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  120 STREET between MALCOLM X BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","28,",40.8199,-73.9428
771926,West 123rd Street Youth Day Block Party,08/24/2024 11:00:00 AM,08/24/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  123 STREET between LENOX AVENUE and ADAM CLAYTON POWELL JR BOULEVARD,Full,Full Street Closure,"10,","28,",40.8226,-73.9404
759924,A Stroll 4 Cancer Awareness,06/29/2024 10:00:00 AM,06/29/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  123 STREET between MORNINGSIDE AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","26,",40.8226,-73.9404
775619,New Student Orientation,07/25/2024 01:00:00 PM,07/25/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDRICK DOUGLAS BOULEVARD,Full,Full Street Closure,"10,","28,",40.8235,-73.9396
796163,Rise Up NYC 2024 - Manhattan,08/04/2024 04:00:00 PM,08/04/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST  125 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,  WEST  126 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD",Full,Full Street Closure,"10,","28,",40.8243,-73.9388
